Date,Startup,Industry,Location,Investor,Type,Amount,YearMonth
2018-12-02, Guiddoo ,Logistics,Mumbai,Individual Investors,Seed,800000.0,2018-12
2018-12-02,Career Anna ,Education,Gurgaon,Individual Investors,Seed,572000.0,2018-12
2018-12-04,Nagpur Wholesale,E-Commerce,Nagpur,Omphalos Ventures India LLP,Seed,143000.0,2018-12
2018-12-06,ShopKirana,Logistics,Indore," Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed,2000000.0,2018-12
2018-12-06,BuildSupply,E-Commerce,Gurgaon,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,3500000.0,2018-12
2018-11-03,Veritas Finance Ltd.,Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK’s Development Finance Institution and P Surendra Pai",Series D,27799000.0,2018-11
2018-11-06,Meesho,E-Commerce,Bangalore,"Shunwei Capital, DST Partners and RPS Ventures",Series C,50000000.0,2018-11
2018-11-08,Mobile Premier League,Gaming & Entertainment,Bangalore,Undisclosed,Series A,500000.0,2018-11
2018-11-08,A&R Bon Vivants,Consumables,Jaipur,"RB Investments, Singapore",Other,1000000.0,2018-11
2018-11-12,Blackbuck,Consumables,Bangalore,Tiger Global,Series A,1000000.0,2018-11
2018-11-12,MilkBAsket,Consumables,Delhi,Mayfield Fund,Series B,1300000.0,2018-11
2018-11-13,DriveU,Logistics,Bangalore,Stevens Creek Ventures,Equity and Debt,1000000.0,2018-11
2018-11-14,CleanseCar,Software,Bangalore,Venture Catalysts,Seed,500000.0,2018-11
2018-11-19,Automation Anywhere,Cutting Edge Tech,Outside India,SoftBank Vision Fund,Series B,300000000.0,2018-11
2018-11-20,HealthifyMe,Healthcare & Hospitality,Bangalore,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B,6000000.0,2018-11
2018-11-21,Genius Corner,Education,Noida,Individual investors ,Seed,278000.0,2018-11
2018-11-22,Aavishkaar-Intellecap Group,Finance,Mumbai,Teachers Insurance and Annuity Association (TIAA),Other,31000000.0,2018-11
2018-11-23,Signzy,Finance,Bangalore,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,3400000.0,2018-11
2018-11-24,Engineer.ai ,Software,Outside India,"Lakestar and Jungle Ventures, Softbank’s DeepCore.",Series A,29500000.0,2018-11
2018-11-25, InCred Finance,Finance,Bangalore,"Paragon Partners, Individual Investors",Other,42000000.0,2018-11
2018-11-25, Roposo,Gaming & Entertainment,Delhi,Bertelsmann India Investments ,Series B,1700000.0,2018-11
2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed,11000000.0,2018-10
2018-10-04,Grover Zampa,Consumables,Mumbai,Ravi Viswanathan,Other,8200000.0,2018-10
2018-10-05,Droom,Automobile,Gurgaon,ZigExN,Series E,3000000.0,2018-10
2018-10-11,Innov8,Real Estate,Delhi,Credence Family Office,Seed,4000000.0,2018-10
2018-10-12,Blackbuck,Logistics,Bangalore,Sequoia Capital India,Other,14680000.0,2018-10
2018-10-12,LetsTransport,Logistics,Bangalore,Fosun International,Series C,12000000.0,2018-10
2018-09-01,Netmeds,Software,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Other,35000000.0,2018-09
2018-09-03,Udaan,Logistics,Bangalore,DST Global and Lightspeed Venture Partners’ global fund.,Other,225000000.0,2018-09
2018-09-03,Daily hunt,Software,Bangalore,Falcon Edge,Other,6390000.0,2018-09
2018-09-04,3HCare,Healthcare & Hospitality,Delhi,Secret,Seed,1000000.0,2018-09
2018-09-05,Nykaa,Software,Mumbai,Lighthouse,Other,157200000.0,2018-09
2018-09-06,Dream11,Software,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Other,100000000.0,2018-09
2018-09-10,MamaEarth,Healthcare & Hospitality,Gurgaon,Stellaris Ventures & Others,Other,4000000.0,2018-09
2018-09-11,AutoGrid,Software,Bangalore,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Other,32000000.0,2018-09
2018-09-11,Pharmeasy,Software,Mumbai,InnoVen Capital,Debt,5500000.0,2018-09
2018-09-11,Upwards,Finance,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Other,5000000.0,2018-09
2018-09-12,Kissht,Finance,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Other,30000000.0,2018-09
2018-08-01,dishq,Consumables,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners ",Seed,400000.0,2018-08
2018-08-02,Samosa Labs,Software,Hyderabad,Xiaomi and Sequoia Capital India,Other,7000000.0,2018-08
2018-08-03,ZiffyHomes,Software,Gurgaon,Y Combinator,Other,120000.0,2018-08
2018-08-07,My OmNamo,Software,Mumbai,Secret,Seed,1000000.0,2018-08
2018-08-07,ShopX,Software,Bangalore,Fung Strategic Holdings,Other,35000000.0,2018-08
2018-08-07,MakeMyTrip,Software,Gurgaon,MakeMyTrip Limited,Other,10000000.0,2018-08
2018-08-08,Hansel io,Software,Bangalore,Vertex Ventures,Seed,4000000.0,2018-08
2018-08-08,Metro Bikes,Software,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Other,12200000.0,2018-08
2018-08-08,Phone Pe,Software,Bangalore,Flipkart,Other,66000000.0,2018-08
2018-08-09,quizizz,Education,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed,3000000.0,2018-08
2018-08-09,Happy EMI,Finance,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed,1000000.0,2018-08
2018-08-13,Inthree,Software,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed,4000000.0,2018-08
2018-08-13,Observe AI,Software,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Other,8000000.0,2018-08
2018-08-16,Enakshi,Software,Ahmedabad,Secret,Seed,114811.0,2018-08
2018-08-17,EazyDiner,Software,Gurgaon,Denlow Investment Trust and Beenext,Other,5850000.0,2018-08
2018-08-20,Finzy,Finance,Bangalore,Secret,Seed,1000000.0,2018-08
2018-08-20,RawPressery,Software,Mumbai,Alteria Capital,Debt,4800000.0,2018-08
2018-08-22,Pi Ventures,Software,Bangalore,CDC Group plc ,Other,6000000.0,2018-08
2018-08-22,Revv,Software,Gurgaon,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Other,14270000.0,2018-08
2018-08-26,ZestMoney,Software,Bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network ",Other,13400000.0,2018-08
2018-08-26,Shubh Loans,Finance,Bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Other,4200000.0,2018-08
2018-08-27,MyUpchar,Healthcare & Hospitality,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Other,5000000.0,2018-08
2018-08-28,Narvar,Software,Bangalore,Accel (formerly known as Accel Partners),Other,3000000.0,2018-08
2018-08-30,True North,Finance,Mumbai,Secret,Other,600000000.0,2018-08
2018-07-02,Biryani By Kilo,Software,Gurgaon,Ajay Relan and Vinay Mittal,Seed,1000000.0,2018-07
2018-07-04,Anchanto,Software,Pune,MDI Ventures & Telkom Indonesia,Other,4000000.0,2018-07
2018-07-06,PolicyBazaar,Software,Gurgaon,Info Edge (India) Ltd and Temasek,Other,27700000.0,2018-07
2018-07-09,zippserv,Software,Bangalore,Info Edge (India) Ltd,Seed,440000.0,2018-07
2018-07-09,Groww,Software,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed,1100000.0,2018-07
2018-07-10,Avenue Growth,Software,Gurgaon,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed,437000.0,2018-07
2018-07-10,Kinara Capital,Finance,Bangalore,ResponsAbility,Other,5000000.0,2018-07
2018-07-10,Shop 101,Software,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma ",Other,5000000.0,2018-07
2018-07-11,Sambandh,Software,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Other,2500000.0,2018-07
2018-07-12,19th mile,Software,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed,180000.0,2018-07
2018-07-12,5th Vital,Healthcare & Hospitality,Bangalore,Brand Capital and Others,Seed,500000.0,2018-07
2018-07-13,MEngage,Healthcare & Hospitality,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed,175000.0,2018-07
2018-07-17,Ofbusiness,Finance,Gurgaon,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Other,29000000.0,2018-07
2018-07-17,Cars24,Software,Gurgaon,"Kingsway FCI Fund, KCK Global & Others",Other,49700000.0,2018-07
2018-07-18,The Ken,Software,Bangalore,Omidyar Network & Others,Seed,1500000.0,2018-07
2018-07-19,Book My Show,Software,Mumbai,"TPG Growth, The Rise Fund & Others",Other,100000000.0,2018-07
2018-07-20,HousingMan,Software,Bangalore,Secret,Seed,1500000.0,2018-07
2018-07-21,PaySense,Software,Mumbai,PayU & Others,Other,18000000.0,2018-07
2018-07-23,VTION,Software,Gurgaon,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed,280000.0,2018-07
2018-07-23,Log9 Materials,Software,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed,436000.0,2018-07
2018-07-24,kidovators,Education,Bangalore,Gray Matters,Seed,180000.0,2018-07
2018-07-24,Digit,Software,Pune,Fairfax,Other,45000000.0,2018-07
2018-07-25,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Other,17000000.0,2018-07
2018-07-25,Trell,Software,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed,1250000.0,2018-07
2018-07-25,iqlect,Software,Bangalore,Ventureast and Exfinity,Seed,2500000.0,2018-07
2018-07-26,Entropik,Software,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed,1100000.0,2018-07
2018-07-26,TheCapitalNet,Finance,Hyderabad,Lindwall Family Investments LLC (LFI),Other,500000.0,2018-07
2018-07-30,Shuttl,Software,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Other,11000000.0,2018-07
2018-07-30,Cure Fit,Software,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Other,120000000.0,2018-07
2018-07-31,Five Star Group,Finance,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Other,100000000.0,2018-07
2018-07-31,Healthsignz,Healthcare & Hospitality,Hyderabad,Kantilal Patel,Seed,5000000.0,2018-07
2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed,11000000.0,2018-10
2018-10-04,Grover Zampa,Consumables,Mumbai,Ravi Viswanathan,Other,8200000.0,2018-10
2018-10-05,Droom,Automobile,Gurgaon,ZigExN,Series E,3000000.0,2018-10
2018-10-11,Innov8,Real Estate,Delhi,Credence Family Office,Seed,4000000.0,2018-10
2018-10-12,Blackbuck,Logistics,Bangalore,Sequoia Capital India,Other,14680000.0,2018-10
2018-10-12,LetsTransport,Logistics,Bangalore,Fosun International,Series C,12000000.0,2018-10
2018-09-01,Netmeds,Software,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Other,35000000.0,2018-09
2018-09-03,Udaan,Logistics,Bangalore,DST Global and Lightspeed Venture Partners’ global fund.,Other,225000000.0,2018-09
2018-09-03,Daily hunt,Software,Bangalore,Falcon Edge,Other,6390000.0,2018-09
2018-09-04,3HCare,Healthcare & Hospitality,Delhi,Secret,Seed,1000000.0,2018-09
2018-09-05,Nykaa,Software,Mumbai,Lighthouse,Other,157200000.0,2018-09
2018-09-06,Dream11,Software,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Other,100000000.0,2018-09
2018-09-10,MamaEarth,Healthcare & Hospitality,Gurgaon,Stellaris Ventures & Others,Other,4000000.0,2018-09
2018-09-11,AutoGrid,Software,Bangalore,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Other,32000000.0,2018-09
2018-09-11,Pharmeasy,Software,Mumbai,InnoVen Capital,Debt,5500000.0,2018-09
2018-09-11,Upwards,Finance,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Other,5000000.0,2018-09
2018-09-12,Kissht,Finance,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Other,30000000.0,2018-09
2018-08-01,dishq,Consumables,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners ",Seed,400000.0,2018-08
2018-08-02,Samosa Labs,Software,Hyderabad,Xiaomi and Sequoia Capital India,Other,7000000.0,2018-08
2018-08-03,ZiffyHomes,Software,Gurgaon,Y Combinator,Other,120000.0,2018-08
2018-08-07,My OmNamo,Software,Mumbai,Secret,Seed,1000000.0,2018-08
2018-08-07,ShopX,Software,Bangalore,Fung Strategic Holdings,Other,35000000.0,2018-08
2018-08-07,MakeMyTrip,Software,Gurgaon,MakeMyTrip Limited,Other,10000000.0,2018-08
2018-08-08,Hansel io,Software,Bangalore,Vertex Ventures,Seed,4000000.0,2018-08
2018-08-08,Metro Bikes,Software,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Other,12200000.0,2018-08
2018-08-08,Phone Pe,Software,Bangalore,Flipkart,Other,66000000.0,2018-08
2018-08-09,quizizz,Education,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed,3000000.0,2018-08
2018-08-09,Happy EMI,Finance,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed,1000000.0,2018-08
2018-08-13,Inthree,Software,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed,4000000.0,2018-08
2018-08-13,Observe AI,Software,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Other,8000000.0,2018-08
2018-08-16,Enakshi,Software,Ahmedabad,Secret,Seed,114811.0,2018-08
2018-08-17,EazyDiner,Software,Gurgaon,Denlow Investment Trust and Beenext,Other,5850000.0,2018-08
2018-08-20,Finzy,Finance,Bangalore,Secret,Seed,1000000.0,2018-08
2018-08-20,RawPressery,Software,Mumbai,Alteria Capital,Debt,4800000.0,2018-08
2018-08-22,Pi Ventures,Software,Bangalore,CDC Group plc ,Other,6000000.0,2018-08
2018-08-22,Revv,Software,Gurgaon,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Other,14270000.0,2018-08
2018-08-26,ZestMoney,Software,Bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network ",Other,13400000.0,2018-08
2018-08-26,Shubh Loans,Finance,Bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Other,4200000.0,2018-08
2018-08-27,MyUpchar,Healthcare & Hospitality,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Other,5000000.0,2018-08
2018-08-28,Narvar,Software,Bangalore,Accel (formerly known as Accel Partners),Other,3000000.0,2018-08
2018-08-30,True North,Finance,Mumbai,Secret,Other,600000000.0,2018-08
2018-07-02,Biryani By Kilo,Software,Gurgaon,Ajay Relan and Vinay Mittal,Seed,1000000.0,2018-07
2018-07-04,Anchanto,Software,Pune,MDI Ventures & Telkom Indonesia,Other,4000000.0,2018-07
2018-07-06,PolicyBazaar,Software,Gurgaon,Info Edge (India) Ltd and Temasek,Other,27700000.0,2018-07
2018-07-09,zippserv,Software,Bangalore,Info Edge (India) Ltd,Seed,440000.0,2018-07
2018-07-09,Groww,Software,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed,1100000.0,2018-07
2018-07-10,Avenue Growth,Software,Gurgaon,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed,437000.0,2018-07
2018-07-10,Kinara Capital,Finance,Bangalore,ResponsAbility,Other,5000000.0,2018-07
2018-07-10,Shop 101,Software,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma ",Other,5000000.0,2018-07
2018-07-11,Sambandh,Software,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Other,2500000.0,2018-07
2018-07-12,19th mile,Software,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed,180000.0,2018-07
2018-07-12,5th Vital,Healthcare & Hospitality,Bangalore,Brand Capital and Others,Seed,500000.0,2018-07
2018-07-13,MEngage,Healthcare & Hospitality,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed,175000.0,2018-07
2018-07-17,Ofbusiness,Finance,Gurgaon,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Other,29000000.0,2018-07
2018-07-17,Cars24,Software,Gurgaon,"Kingsway FCI Fund, KCK Global & Others",Other,49700000.0,2018-07
2018-07-18,The Ken,Software,Bangalore,Omidyar Network & Others,Seed,1500000.0,2018-07
2018-07-19,Book My Show,Software,Mumbai,"TPG Growth, The Rise Fund & Others",Other,100000000.0,2018-07
2018-07-20,HousingMan,Software,Bangalore,Secret,Seed,1500000.0,2018-07
2018-07-21,PaySense,Software,Mumbai,PayU & Others,Other,18000000.0,2018-07
2018-07-23,VTION,Software,Gurgaon,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed,280000.0,2018-07
2018-07-23,Log9 Materials,Software,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed,436000.0,2018-07
2018-07-24,kidovators,Education,Bangalore,Gray Matters,Seed,180000.0,2018-07
2018-07-24,Digit,Software,Pune,Fairfax,Other,45000000.0,2018-07
2018-07-25,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Other,17000000.0,2018-07
2018-07-25,Trell,Software,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed,1250000.0,2018-07
2018-07-25,iqlect,Software,Bangalore,Ventureast and Exfinity,Seed,2500000.0,2018-07
2018-07-26,Entropik,Software,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed,1100000.0,2018-07
2018-07-26,TheCapitalNet,Finance,Hyderabad,Lindwall Family Investments LLC (LFI),Other,500000.0,2018-07
2018-07-30,Shuttl,Software,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Other,11000000.0,2018-07
2018-07-30,Cure Fit,Software,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Other,120000000.0,2018-07
2018-07-31,Five Star Group,Finance,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Other,100000000.0,2018-07
2018-07-31,Healthsignz,Healthcare & Hospitality,Hyderabad,Kantilal Patel,Seed,5000000.0,2018-07
2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed,11000000.0,2018-10
2018-10-04,Grover Zampa,Consumables,Mumbai,Ravi Viswanathan,Other,8200000.0,2018-10
2018-10-05,Droom,Automobile,Gurgaon,ZigExN,Series E,3000000.0,2018-10
2018-10-11,Innov8,Real Estate,Delhi,Credence Family Office,Seed,4000000.0,2018-10
2018-10-12,Blackbuck,Logistics,Bangalore,Sequoia Capital India,Other,14680000.0,2018-10
2018-10-12,LetsTransport,Logistics,Bangalore,Fosun International,Series C,12000000.0,2018-10
2018-09-01,Netmeds,Software,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Other,35000000.0,2018-09
2018-09-03,Udaan,Logistics,Bangalore,DST Global and Lightspeed Venture Partners’ global fund.,Other,225000000.0,2018-09
2018-09-03,Daily hunt,Software,Bangalore,Falcon Edge,Other,6390000.0,2018-09
2018-09-04,3HCare,Healthcare & Hospitality,Delhi,Secret,Seed,1000000.0,2018-09
2018-09-05,Nykaa,Software,Mumbai,Lighthouse,Other,157200000.0,2018-09
2018-09-06,Dream11,Software,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Other,100000000.0,2018-09
2018-09-10,MamaEarth,Healthcare & Hospitality,Gurgaon,Stellaris Ventures & Others,Other,4000000.0,2018-09
2018-09-11,AutoGrid,Software,Bangalore,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Other,32000000.0,2018-09
2018-09-11,Pharmeasy,Software,Mumbai,InnoVen Capital,Debt,5500000.0,2018-09
2018-09-11,Upwards,Finance,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Other,5000000.0,2018-09
2018-09-12,Kissht,Finance,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Other,30000000.0,2018-09
2018-08-01,dishq,Consumables,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners ",Seed,400000.0,2018-08
2018-08-02,Samosa Labs,Software,Hyderabad,Xiaomi and Sequoia Capital India,Other,7000000.0,2018-08
2018-08-03,ZiffyHomes,Software,Gurgaon,Y Combinator,Other,120000.0,2018-08
2018-08-07,My OmNamo,Software,Mumbai,Secret,Seed,1000000.0,2018-08
2018-08-07,ShopX,Software,Bangalore,Fung Strategic Holdings,Other,35000000.0,2018-08
2018-08-07,MakeMyTrip,Software,Gurgaon,MakeMyTrip Limited,Other,10000000.0,2018-08
2018-08-08,Hansel io,Software,Bangalore,Vertex Ventures,Seed,4000000.0,2018-08
2018-08-08,Metro Bikes,Software,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Other,12200000.0,2018-08
2018-08-08,Phone Pe,Software,Bangalore,Flipkart,Other,66000000.0,2018-08
2018-08-09,quizizz,Education,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed,3000000.0,2018-08
2018-08-09,Happy EMI,Finance,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed,1000000.0,2018-08
2018-08-13,Inthree,Software,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed,4000000.0,2018-08
2018-08-13,Observe AI,Software,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Other,8000000.0,2018-08
2018-08-16,Enakshi,Software,Ahmedabad,Secret,Seed,114811.0,2018-08
2018-08-17,EazyDiner,Software,Gurgaon,Denlow Investment Trust and Beenext,Other,5850000.0,2018-08
2018-08-20,Finzy,Finance,Bangalore,Secret,Seed,1000000.0,2018-08
2018-08-20,RawPressery,Software,Mumbai,Alteria Capital,Debt,4800000.0,2018-08
2018-08-22,Pi Ventures,Software,Bangalore,CDC Group plc ,Other,6000000.0,2018-08
2018-08-22,Revv,Software,Gurgaon,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Other,14270000.0,2018-08
2018-08-26,ZestMoney,Software,Bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network ",Other,13400000.0,2018-08
2018-08-26,Shubh Loans,Finance,Bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Other,4200000.0,2018-08
2018-08-27,MyUpchar,Healthcare & Hospitality,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Other,5000000.0,2018-08
2018-08-28,Narvar,Software,Bangalore,Accel (formerly known as Accel Partners),Other,3000000.0,2018-08
2018-08-30,True North,Finance,Mumbai,Secret,Other,600000000.0,2018-08
2018-07-02,Biryani By Kilo,Software,Gurgaon,Ajay Relan and Vinay Mittal,Seed,1000000.0,2018-07
2018-07-04,Anchanto,Software,Pune,MDI Ventures & Telkom Indonesia,Other,4000000.0,2018-07
2018-07-06,PolicyBazaar,Software,Gurgaon,Info Edge (India) Ltd and Temasek,Other,27700000.0,2018-07
2018-07-09,zippserv,Software,Bangalore,Info Edge (India) Ltd,Seed,440000.0,2018-07
2018-07-09,Groww,Software,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed,1100000.0,2018-07
2018-07-10,Avenue Growth,Software,Gurgaon,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed,437000.0,2018-07
2018-07-10,Kinara Capital,Finance,Bangalore,ResponsAbility,Other,5000000.0,2018-07
2018-07-10,Shop 101,Software,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma ",Other,5000000.0,2018-07
2018-07-11,Sambandh,Software,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Other,2500000.0,2018-07
2018-07-12,19th mile,Software,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed,180000.0,2018-07
2018-07-12,5th Vital,Healthcare & Hospitality,Bangalore,Brand Capital and Others,Seed,500000.0,2018-07
2018-07-13,MEngage,Healthcare & Hospitality,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed,175000.0,2018-07
2018-07-17,Ofbusiness,Finance,Gurgaon,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Other,29000000.0,2018-07
2018-07-17,Cars24,Software,Gurgaon,"Kingsway FCI Fund, KCK Global & Others",Other,49700000.0,2018-07
2018-07-18,The Ken,Software,Bangalore,Omidyar Network & Others,Seed,1500000.0,2018-07
2018-07-19,Book My Show,Software,Mumbai,"TPG Growth, The Rise Fund & Others",Other,100000000.0,2018-07
2018-07-20,HousingMan,Software,Bangalore,Secret,Seed,1500000.0,2018-07
2018-07-21,PaySense,Software,Mumbai,PayU & Others,Other,18000000.0,2018-07
2018-07-23,VTION,Software,Gurgaon,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed,280000.0,2018-07
2018-07-23,Log9 Materials,Software,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed,436000.0,2018-07
2018-07-24,kidovators,Education,Bangalore,Gray Matters,Seed,180000.0,2018-07
2018-07-24,Digit,Software,Pune,Fairfax,Other,45000000.0,2018-07
2018-07-25,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Other,17000000.0,2018-07
2018-07-25,Trell,Software,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed,1250000.0,2018-07
2018-07-25,iqlect,Software,Bangalore,Ventureast and Exfinity,Seed,2500000.0,2018-07
2018-07-26,Entropik,Software,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed,1100000.0,2018-07
2018-07-26,TheCapitalNet,Finance,Hyderabad,Lindwall Family Investments LLC (LFI),Other,500000.0,2018-07
2018-07-30,Shuttl,Software,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Other,11000000.0,2018-07
2018-07-30,Cure Fit,Software,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Other,120000000.0,2018-07
2018-07-31,Five Star Group,Finance,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Other,100000000.0,2018-07
